;Tweet;Real
201;@rafaelfelipeL 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
202;@Merlin_Noir @Acai_com_Banana 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
203;@nadiasbcoelho 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
204;Era só um PIX na minha conta e um recebido do ifood hj;1
205;EU SE TRABALHASSE FAZENDO DESCRIÇÃO DO IFOOD https://t.co/x7pXeMVtHb;0
206;eu desci pra pagar a moça do ifood e ESQUECI O DINHEIRO e agors to tendo q voltar vei .;1
207;@alinemorreiro 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
208;@eduarda_matiass 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
209;@MariaRita Menos o cara do ifood, da farmácia, do posto, do hospital, do caminhão, do metrô, da polícia, dos bombeiros, da faxina, do marmitex, da feira, do mercado, etc.  Afinal, quarentena mesmo só para a elite socialista. O brasileiro normal mesmo nunca teve o direito de parar.;0
210;@StephaneYonara @iFood O seu é o do Cambeba? Eu acho que o restaurante fechou.. Eles me deram cupons no valor restante.;0
211;@m4keu @iFood @McDonalds_BR Esse pedido parece comigo, LACRADA;0
212;@MurderQueen___ @EdersonEllias 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
213;@Annepaulii 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
214;@Conserva2607 @iFood kkkkkkkkkkkkkk retardado!!;0
215;@luanmzz 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
216;@EdersonEllias vai ser um grande avanço pra humanidade quando o ifood e o uber chegarem ai hauahayah;1
217;Nunca imaginei que frequentaria a parte de comidas SAUDÁVEIS do iFood! 🤦🏾‍♂️;1
218;RT @bialaraa__: eu to de tpm e ngm me manda um ifood😢;0
219;Porra ifood salvou de verdade 🙌🏾🎉🎉 ainda troquei minha Bag ontem 😍;1
220;@larissinhablog @MatheuzinS07 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
221;PARA USUÁRIOS ANTIGOS:  Cupom Rappi 2 clássicos do McDonald's grátis: iaras3337r ou eri38205913r  PARA PRIMEIRO PEDIDO:  Cupom Rappi até 45 reais no pedido: cuponsd31 ou iaras3337 ou eri38205913  Ifood 15: Y1DS47T5UE ou X2F386NNZG  Uber Eats, Wish, 99Pop e outros no fixado https://t.co/kFjhoVxhF8;0
222;RT @ja1_pedr0: Pedir ifood só com cupom de desconto é um caminho sem volta;0
223;Cupons de desconto Ifood e uber eats ... RAPPI qrs3840114 - 45 R$ grátis  99 CUPOM BR6E2332 - 15 na sua corrida https://t.co/149V3Vp4KB;0
224;vou fazer meu almoço aqui no escritório mesmo, fazer o mercado pelo Ifood, tô me dando nem o luxo de sair daqui bj;1
225;Eu devo estar amaldiçoada. Até agora a @useamedigital não me deu uma resposta sobre meu dinheiro que desapareceu ontem e agora o @ifood não me responde sobre um pedido que veio errado e quero devolver.;1
226;@pevelopes @iFood Vc achou?! Tbm não tô achando... 😅;0
227;a vontade de pedir um lanche do subway pelo Ifood até passou depois de ver o preço...;1
228;Você paga mas não vai comer vai ficar torrando no sol enquanto não acertar o código, piada né @iFood ?;1
229;@fabriciobr Original SmashBurguer, pedi ontem, mas pede pelo WhatsApp, pq no iFood parece que é só combo agora.;0
230;@carvalho_mafra 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
231;Eu fiz um pedido de almoço no iFood e o entregador simplesmente chegou na minha casa e me disse que não pode entregar enquanto eu não informar o código ??? Que porra é essa o iFood agora virou um jogo?;1
232;Luanzinho patrocinou o Ifood;0
233;mano imagina vc ser rico ao bastante de entrar ifood e escolher qualquer coisa sem olhar preço ou C tem cupom, e demorar uns 5 min no máximo, deve ser sensacional.;0
234;ifood para de me dar cupom eu não tenho nem estômago qnt mais dinheiro;1
235;300 anos pra abrir o ifood se eu tivesse esse tempo todo pra esperar eu preparava meu almoço seus filho da puta;0
236;@nesmetjf_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
237;@iFood uma consultoria de graça, algo q provavelmente vcs estão pagando milhões p/ alguém pensar e não fez. Coloquem o tempo de entrega de acordo com a quantidade de itens pedidos. Se a pessoa pedir 1 coisa ou 5, o tempo de entrega é o mesmo, mas na cozinha não é assim q funciona;1
238;sera que bo ifood tem algum lugar que vende doritos;1
239;❇❇❇❇❇❇❇❇ Cupom 45 R$ NO PEDIDO + 150 R$ DE FRETE GRÁTIS. APROVEITEM A PROMOÇÃO ➡➡➡💸Cupom: qrs3840114 💸⬅⬅⬅  ✅ +45 R$ OFF ✅  ❇❇❇❇❇❇❇❇ ifood e uber eats https://t.co/9HSGLAd8xh;0
240;"ifood loop: ""comida caseira e saudável"" a comida caseira e saudável: batata palha";1
241;Ao @iFood me ajuda aqui https://t.co/jvEROxGYxC;0
242;@iFood manda um cupomzinho de almoço pa nois 😔;1
243;@wnbcsgo @McDonaldsPT_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
244;Pedir ifood só com cupom de desconto é um caminho sem volta;1
245;RT @pereiiradudaaa: e esperando o ifood me dar um cupom q pague tudo 🤡;0
246;a inteligência artificial fica bem burrinha na hora de parar de largar propaganda do ifood no YouTube;1
247;vontade de comer comida diferente, pedir uma comida no iFood;1
248;@marcospatrick__ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
249;@Eu_Beatrizz1 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
250;@Luis06595285 @versbh90 @BoysBHOfficial @BOYSDEBH031 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
251;@o_Guirossi89 @MilGrau_2k6 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
252;Aaaa por isso meu pedido no @iFood demorou pacas... (Além do cara ter voltado para pegar meu poke, que esqueceu...) https://t.co/wvcXhfdH1k;1
253;@Caioo_lacerda ja to abrindo o ifood p pedir uma torta 😍;0
254;@regayta 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
255;@oluuas @lauraschwann 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
256;quero comer mas nao quero nada que tenha SAL. ma tudo q eu vejo no ifood parece que tem muito sal;1
257;RT @janainalimasp: Nos últimos 2 anos, São Paulo regulamentou ou tentou regulamentar:  - Uber e semelhantes - IFood e semelhantes  - Patine…;0
258;@ferreiraluane02 @TalitaMicheleA 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
259;@Moana_CRF17 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
260;@_tchaia 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
261;@silastteixeira 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
262;A pessoa que pede qualquer delivery e não se atém ao motoboy, tem que tomar um chute no meio do cu! Os coitado fica buzinando e se gritando feito loucos pra vocês irem na avaliação do Ifood e dizer: ain nota 1 pq a entrega é muito demorada a comida veio fria... Blá blá blá;1
263;Se tu bota o numero do teu cartaozinho da UFRGS no Ifood tu ganha 15R$ de desconto em qualquer lanche mano   Pq que ninguem nunca falou disso?????;0
264;Uma vez no mês eu peço Mc pelo iFood. Coincidentemente na semana da tpm.;1
265;@_gabishow @dudaabrts 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
266;@ticigm @plurallnet 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
267;@crf_bk 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
268;@Rayssa78490699 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
269;Decepcionada com o ifood que tem um SANTO FILTRO pra vc filtrar todas as lojas que passam alelo refeição pelo SITE pra não pagar na entrega e daí NENHUMA DAS LOJAS ACEITA O CARTÃO, legal 👍;1
270;CUPOM DESCONTO  RAPPI qrs3840114 - 45 reais grátis  melhor que ifood e uber eats https://t.co/ZScNCT2ovJ;0
271;@ovicto_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
272;@thiagomottajf 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
273;@dudaabrts Santa Tereza, né bb? Pesquisa aí no iFood e me diz se aparece 😚;0
274;dnv a poha do @iFood dando problema e meu pedido n chegando inteiro....;1
275;Este app @iFood é o pior app inventado. Depois de mais de uma hora esperando, recebo a msg de cancelamento 😡😡😡😡😡;1
276;RT @janainalimasp: Nos últimos 2 anos, São Paulo regulamentou ou tentou regulamentar:  - Uber e semelhantes - IFood e semelhantes  - Patine…;0
277;Será que o iFood entrega aqui em casa ? https://t.co/P0ZADRWSqn;0
278;@idwlsope 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
279;@lvv15 @m4keu @iFood @McDonalds_BR 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
280;@AdriGreys @BK @SubwayBrasil 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
281;@thiagul @GioTaruffe 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
282;Que delícia pedir ifood e nn sair tudo do meu bolsinho Obrigada VR;1
283;RT @kaardeco: Adivinha quem acabou de cair em um golpe? 🤡🤡🤡🤡  Esfriei a cabeça e vou contar para vocês. Desde já gostaria de marcar as três…;0
284;@m4keu @iFood @McDonalds_BR Tu nunca tinha pedido um Ifood?;0
285;@IngoIan Podemos conversar melhor lá na DM?;0
286;@BruAmandio1 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
287;@Anaraquelpg_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
288;O iFood deu dois dias de folga pra Romulo e ele ficou puto kkkkkk ele tem é q agradecer, sa porra só trabalha;1
289;RT @yukivenn: me arrependi de gastar meu saldo do ifood com açaí agr to com fome e n da pra pedir marmita;0
290;@bberaldo_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
291;@Puffy30902524 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
292;@emanueI_ 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
293;@rosavenxs 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
294;@AlmadeOuro @SupertrampBella @augustostavares 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
295;"toda semana (ou 2x na semana) meus vizinho escutam a buzina do ifood e pensam ""meu deus essa menina nao come uma comida decente""";1
296;RT @Mei_ofc: Alguém me paga um Ifood e digo se esperava ou não;0
297;calmo, tava fazendo as contas, ACHO que vou conseguir jogar cyberpunk esse mês, mas é 0 ifood em dezembro;1
298;me arrependi de gastar meu saldo do ifood com açaí agr to com fome e n da pra pedir marmita;1
299;RT @Tecio_Melo: Menos o entregador do ifood, o atendente da farmácia e pessoas da área da saúde, né? https://t.co/psaqK8KzDW;0
300;@CardosoKeteri 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
301;PARA USUÁRIOS ANTIGOS:  Cupom Rappi 2 clássicos do McDonald's grátis: iaras3337r ou eri38205913r  PARA PRIMEIRO PEDIDO:  Cupom Rappi até 45 reais no pedido: cuponsd31 ou iaras3337 ou eri38205913  Ifood 15: Y1DS47T5UE ou X2F386NNZG  Uber Eats, Wish, 99Pop e outros no fixado https://t.co/ZvZraleref;0
302;1) Alexa pede comida no iFood  2) Alexa controla o seu roomba https://t.co/CykqnCxcxz  Mas tem uma melhor  3) Alexa, mande recado pra mamãe passar aqui https://t.co/FyXjZrt6B6;0
303;Tô igual uma louca acompanhando o motociclista do ifood;1
304;O ifood deve achar que eu sou milionária pq n é possível;1
305;@IsabelaLidorio 🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔  Cupom Rappi !    💸45 R$ NO PEDIDO 📛  + 150 R$ DE FRETE GRÁTIS 💸  APROVEITEM A PROMOÇÃO.🛑 LINK NO PERFIL🛑  💸 Cupom: qrs3840114 💸  ✅+45 R$ OFF✅  🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔🍟🍕🍔 cupom ifood  e uber eats;0
